Date;Projet;Description;Temps (en heure);Tache
2019-07-09;CIVA;Maj tiers;1;TMA
2019-07-12;CIVA;Configuration mvts, produits DRMNegoce;1;TMA
2019-07-15;CIVA;Configuration mvts, produits DRMNegoce;2;TMA
2019-07-16;CIVA;Configuration mvts, produits DRMNegoce;1;TMA
2019-07-16;CIVA;DS double lieu de stockage;5,5;TMA
2019-07-25;CIVA;Maj tiers;1;TMA
2019-07-29;CIVA;DS ouverture et differents bug;5,5;TMA
2019-07-29;CIVA;Ouverture Periode DS;1;TMA
2019-07-30;CIVA;Correction PDF;1;TMA
2019-07-31;CIVA;Assistance;2;TMA
2019-07-31;CIVA;Direction technique;2;TMA
2019-07-31;CIVA;Direction technique DS;5;TMA
2019-07-31;CIVA;TMA;17,5;TMA
