Date;Projet;Description;Temps (en heure);Tache
2019-07-09;IVSO;Transmission douane;1;TMA
2019-07-12;IVSO;Configuration mvts, produits DRMNegoce;1;TMA
2019-07-12;IVSO;Double régime CRD;1;TMA
2019-07-12;IVSO; drm;1;TMA
2019-07-12;IVSO;DRM;1;TMA
2019-07-15;IVSO;Configuration mvts, produits DRMNegoce;2;TMA
2019-07-16;IVSO;Configuration mvts, produits DRMNegoce;1;TMA
2019-07-22;IVSO;Configuration mvts, produits;1;TMA
2019-07-31;IVSO;Corrections et interventions DRM;10,5;TMA
2019-07-31;IVSO;TMA Direction technique;3,5;TMA
