Date;Projet;Description;Temps (en heure);Tache (pas obligatoire)
2016-10-28;AVA;Chiffrage budget 2017;1;TMA
2016-10-03;GIILDA;Mise en prod;2;IVBD
2016-10-03;GIILDA;Tickets à la pelle ivbd;6;GIILDA
2016-10-04;GIILDA;crd popup ivbd;3;IVBD
2016-10-04;GIILDA;tache ouverture ivbd;3;IVBD
2016-10-04;GIILDA;tickets ivbd;2;GIILDA
2016-10-05;GIILDA;emailing pour ouverture;1;IVBD
2016-10-05;GIILDA;réparation de l'export vrac;3;GIILDA
2016-10-05;GIILDA;tickets ivbd et pdf un peu cassé;3;GIILDA
2016-10-06;24EME;Papiers 24eme;1;24EME
2016-10-06;24EME;Temps mathurin;1;24EME
2016-10-06;GIILDA;réparation coquille de DRM foireuse;1;IVBD
2016-10-06;VINSI;Réparation de DRM;1,5;TMA
2016-10-07;GIILDA;points d'aide et tickets;4;IVBD
2016-10-07;GIILDA;spécif points d'aide ivso;1;IVSO
2016-10-10;GIILDA;interface des droits de télédeclaration dans la visu interne;3;IVBD
2016-10-10;GIILDA;interface des droits de télédeclaration dans la visu interne + pt aides;4;IVSO
2016-10-11;GIILDA;adresse complémentaire sur ligne supplémentaire facture;2,5;IVSO
2016-10-11;GIILDA;réparation bug ;2;IVSO
2016-10-11;VINSI;réparation de bug dans la validation;1,5;TMA
2016-10-12;GIILDA;remise en place transmission douane et gif;7;GIILDA
2016-10-13;Aurouze;export pour VO;1,5;Export
2016-10-13;GIILDA;gestion du pt vigilence débug;5;IVBD
2016-10-14;GIILDA;mail de validation de Contrat;2,5;IVBD
2016-10-14;GIILDA;mail de validation de Contrat;2,5;IVSO
2016-10-14;VINSI;point téléphone;2;TMA
2016-10-17;24EME;Tactical Meeting;4;24EME
2016-10-17;Aurouze;avancement fin des 9 pts;2;Réunion
2016-10-18;GIILDA;gestion des details multiples;6;GIILDA
2016-10-18;VINSI;Regime CRD;0,5;TMA
2016-10-19;GIILDA;default popup CRD;5;GIILDA
2016-10-20;GIILDA;Cvo et arbre produit ;3;IVSO
2016-10-20;GIILDA;debug arbre produit ;2;GIILDA
2016-10-20;GIILDA;Test VDI ;3;GIILDA
2016-10-21;GIILDA;email et vrac ;2;GIILDA
2016-10-21;GIILDA;Emailing des contrats ;4;IVSO
2016-10-24;GIILDA;contrat picto et nom à afficher ldap;7;GIILDA
2016-10-25;GIILDA;Emailing problématique point tel;3;IVSO
2016-10-26;GIILDA;gestion arbre produit pour douane;3;GIILDA
2016-10-26;VINSI;Adaptation pour transmission;4;TMA
2016-10-27;GIILDA;mis en preprod et gestion contrat;3;IVSO
2016-10-27;VINSI;droit douane logo CIVDL;4;TMA
2016-10-28;GIILDA;inté et conditionnement droit douane;3;GIILDA
2016-10-28;GIILDA;mis en prod;2;IVSO
2016-10-28;GIILDA;pdf dix produits par page;3;IVSO
2016-10-31;GIILDA;mis en prod douane et tests;2,5;IVBD
2016-10-31;GIILDA;mis en prod douane et tests;2,5;IVSO
2016-10-31;VINSI;mis en prod douane et tests;2,5;DOUANE
2016-10-03;GIILDA;Dév télédéclaration pour mise en prod;8;Dév
2016-10-04;GIILDA;Dév télédéclaration pour mise en prod;8;Dév
2016-10-05;GIILDA;Dév télédéclaration pour mise en prod;7;Dév
2016-10-06;24ème;Temps de septembre;2;Temps
2016-10-06;AVA;Évolution constats VTSGN;3,5;TMA
2016-10-06;GIILDA;Dév télédéclaration pour mise en prod;1,5;Dév
2016-10-07;24ème;Facturation et note de frais;3;24ème
2016-10-10;AVA;Évolution constats VTSGN;3,5;TMA
2016-10-11;CIVA;Fonctionnement de l'ouverture de la DR en app;1,5;DR VTSGN
2016-10-11;GIILDA;Corrections de bugs et BI;2,5;Dév
2016-10-11;VINSI;Exclusion des établissements suspendu en mode télédéclaration;2;TMA
2016-10-12;GIILDA;Corrections de bugs et BI;2,5;Dév
2016-10-13;CIVA;Regroupement des onglets;4;DR VTSGN
2016-10-13;GIILDA;Corrections de bugs et BI;1;Dév
2016-10-14;CIVA;Regroupement des onglets;4;DR VTSGN
2016-10-14;GIILDA;Fichier par environnement entre IVSO et IVBD;2;Dév
2016-10-14;VINSI;Point téléphonique;1;TMA
2016-10-17;24ème;Tactical meeting;3,5;24ème
2016-10-17;Aurouze;Point avec Cécile;1,5;Réunion
2016-10-17;CIVA;Adaptation VTSGN;2;DR VTSGN
2016-10-18;AVA;Correction facture et échanges;1;TMA
2016-10-18;CIVA;GAMMA Consercation du login original;3,5;TMA
2016-10-18;Elite Auto;Chiffrage;1,5;Chiffrage
2016-10-18;GIILDA;Corrections de bugs et BI;1,5;Dév
2016-10-19;CIVA;Adaptation VTSGN;7;DR VTSGN
2016-10-20;CIVA;Adaptation VTSGN;9;DR VTSGN
2016-10-20;GIILDA;Recettte VDI;2;Dév
2016-10-21;CIVA;Adaptation VTSGN;7;DR VTSGN
2016-10-23;AVA;Adaptation VTSGN;3,5;DREV VTSGN
2016-10-24;AVA;Adaptation VTSGN;7;DREV VTSGN
2016-10-25;CIVA;Adaptation VTSGN;7;DR VTSGN
2016-10-26;CIVA;Adaptation VTSGN;7;DR VTSGN
2016-10-27;AVA;Adaptation VTSGN;2;DREV VTSGN
2016-10-27;CIVA;Adaptation VTSGN;5;DR VTSGN
2016-10-28;AVA;Adaptation VTSGN;1,5;DREV VTSGN
2016-10-28;AVA;Chiffrage prévision 2017;2;Chiffrage
2016-10-28;CIVA;Correction mail et  envois des DR validées;2;DR VTSGN
2016-10-28;GIILDA;Correction d'un bug de facturation IVSO;1;Dév
