Projet;Tâche;Temps (en heure);Temps (en jours)
24EME;24EME;6;0,9
24ème;24ème;6,5;0,9
24eme;;8,5;1,2
24ème;Temps;2;0,3
24EME;TOTAL;6;0,9
24eme;TOTAL;8,5;1,2
24ème;TOTAL;8,5;1,2
Aurouze;;3;0,4
Aurouze;Export;1,5;0,2
Aurouze;Réunion;3,5;0,5
Aurouze;TOTAL;8;1,1
AVA;Chiffrage;2;0,3
AVA;DREV VTSGN;14;2,0
AVA;TMA;9;1,3
AVA;TOTAL;25;3,6
BIVB;TMA;1,5;0,2
BIVB;TOTAL;1,5;0,2
CIVA;DR VTSGN;55,5;7,9
CIVA;TMA;3,5;0,5
CIVA;TOTAL;59;8,4
CIVL;TMA;0,5;0,1
CIVL;TOTAL;0,5;0,1
CIVR;TMA;0,5;0,1
CIVR;TOTAL;0,5;0,1
DeclarVins;TMA;98;14,0
DeclarVins;TOTAL;98;14,0
EliteAuto;;3;0,4
Elite Auto;Chiffrage;1,5;0,2
Elite Auto;TOTAL;1,5;0,2
EliteAuto;TOTAL;3;0,4
GIILDA;Dév;37;5,3
GIILDA;GIILDA;52;7,4
GIILDA;IVBD;27;3,9
GIILDA;IVSO;32,5;4,6
GIILDA;TOTAL;148,5;21,2
InterOc;TMA;0,5;0,1
InterOc;TOTAL;0,5;0,1
IVBD;TMA;5;0,7
IVBD;TOTAL;5;0,7
IVDB;TMA;1;0,1
IVDB;TOTAL;1;0,1
IVSO;TMA;1;0,1
IVSO;TOTAL;1;0,1
VINSI;DOUANE;2,5;0,4
VINSI;TMA;18;2,6
VINSI;TOTAL;20,5;2,9
