Date;Projet;Description;Temps (en heure);Tache
2016-10-11;CIVA;Fonctionnement de l'ouverture de la DR en app;1,5;DR VTSGN
2016-10-13;CIVA;Regroupement des onglets;4;DR VTSGN
2016-10-14;CIVA;Regroupement des onglets;4;DR VTSGN
2016-10-17;CIVA;Adaptation VTSGN;2;DR VTSGN
2016-10-18;CIVA;GAMMA Consercation du login original;3,5;TMA
2016-10-19;CIVA;Adaptation VTSGN;7;DR VTSGN
2016-10-20;CIVA;Adaptation VTSGN;9;DR VTSGN
2016-10-21;CIVA;Adaptation VTSGN;7;DR VTSGN
2016-10-25;CIVA;Adaptation VTSGN;7;DR VTSGN
2016-10-26;CIVA;Adaptation VTSGN;7;DR VTSGN
2016-10-27;CIVA;Adaptation VTSGN;5;DR VTSGN
2016-10-28;CIVA;Correction mail et  envois des DR validées;2;DR VTSGN
