Date;Projet;Description;Temps (en heure);Tache
2020-05-07;VINSI;probleme de date DRM;1,5;TMA
2020-05-07;VINSI;probleme DRM;0,5;TMA
2020-05-11;VINSI;probleme DRM;0,5;TMA
2020-05-12;VINSI;probleme DRM;1;TMA
2020-05-12;VINSI;Tache récupération email contrat;2;TMA
2020-05-13;VINSI;Envoi mail contrat;1;TMA
2020-05-15;VINSI;deblocage VR et cooperatives;2;TMA
2020-05-18;VINSI;deblocage VR et cooperatives;1;TMA
2020-05-20;VINSI;Deblocage DRM aout;1;TMA
2020-05-31;VINSI;Direction technique;7;Vinsi TMA DT
2020-05-31;VINSI;Direction technique (Migration serveur);7;Vinsi AdminSys DT
2020-05-31;VINSI;TMA et Export BI;7;TMA
