Date;Projet;Description;Temps (en heure);Tache
2015-12-01;DeclarVins;Reunion Avignon;7;TMA
2015-12-04;DeclarVins;Devis suite demat;1,5;TMA
2015-12-04;DeclarVins;Maintenance droits circulation;0,5;TMA
2015-12-04;DeclarVins;Ouverture cave test civp;0,5;TMA
2015-12-04;DeclarVins;Tickets 16499 16474 16423;3;TMA
2015-12-07;DeclarVins;Gestion ES + TAS;2;TMA
2015-12-08;DeclarVins;Maintenance droits circulation;1,5;TMA
2015-12-08;DeclarVins;Tickets 16480 16412 16473 16475;6;TMA
2015-12-09;DeclarVins;Gestion de projet CIVP;1;TMA
2015-12-09;DeclarVins;Maintenance droits circulation;1;TMA
2015-12-09;DeclarVins;Tickets 16547 16480;5;TMA
2015-12-14;DeclarVins;Tickets 16556 16480;3;TMA
2015-12-14;DeclarVins;VCI 16479;5;TMA
2015-12-15;DeclarVins;Tickets 16533 14075 16566;6;TMA
2015-12-15;DeclarVins;VCI 16479;1;TMA
2015-12-16;DeclarVins;Ticket 16476;2,5;TMA
2015-12-17;DeclarVins;Tache Annualisation DRM;4;TMA
2015-12-18;DeclarVins;Tickets 16556 16570 16572;3,5;TMA
2015-12-21;DeclarVins;Ticket 16480;1;TMA
2015-12-22;DeclarVins;Bug calcul CVO vue EDI;3;TMA
2015-12-22;DeclarVins;Extraction vrac IGP IVSE;3;TMA
2015-12-22;DeclarVins;Gestion projet CIVP;1;TMA
2015-12-23;DeclarVins;Evolution douane avenant;5;Forfait
