Date;Projet;Description;Temps (en heure);Tache
2015-12-01;CIVA;Interventions DR;1;TMA
2015-12-02;CIVA;Installation des serveurs pour la saisie interne de la DR;7;TMA
2015-12-04;CIVA;Interventions DR;1;TMA
2015-12-08;CIVA;Interventions DR;2;TMA
2015-12-09;CIVA;Envoi du mail de rappel pour la DR;0,5;TMA
2015-12-10;CIVA;Dépannage - Intervention DR;2;TMA
2015-12-11;CIVA;Dépannage - Intervention, Création automatique des DR;4;TMA
2015-12-14;CIVA;Intervention et création autmatique des DR;2;TMA
2015-12-16;CIVA;Interventions et création automatique des DR;1;TMA
2015-12-18;CIVA;Interventions DR;1;TMA
2015-12-21;CIVA;Ouverture DS de décembre;1;TMA
2015-12-22;CIVA;Interventions DR et DS;1;TMA
2015-12-24;CIVA;Amélioration récupération assemblage;0,5;TMA
2015-12-28;CIVA;Export xml et maj tiers;0,5;TMA
