Date;Projet;Description;Temps (en heure);Tache
2018-10-01;DeclarVins;Assistance / Demandes;4;TMA
2018-10-02;DeclarVins;Assistance / Demandes;4;TMA
2018-10-09;DeclarVins;Assistance / Demandes;2;TMA
2018-10-11;DeclarVins;Assistance / Demandes;3;TMA
2018-10-15;DeclarVins;Assistance / Demandes;1;TMA
2018-10-16;DeclarVins;Assistance / Demandes;4;TMA
2018-10-17;DeclarVins;Assistance / Demandes;3;TMA
2018-10-18;DeclarVins;Assistance / Demandes;2;TMA
2018-10-19;DeclarVins;Assistance / Demandes;2;TMA
2018-10-22;DeclarVins;Assistance / Demandes;3,5;TMA
2018-10-26;DeclarVins;Assistance / Demandes;4;TMA
2018-10-29;DeclarVins;Assistance / Demandes;4;TMA
2018-10-30;DeclarVins;Gestion serveur / espace;5;TMA
2018-10-31;DeclarVins;Assistance / Demandes;2;TMA
