Date;Projet;Description;Temps (en heure);Tache
2018-10-02;VINSI;bug de reprise produit depuis les DS negoce seulement;1,5;TMA
2018-10-03;VINSI;debug DRM;1;TMA
2018-10-04;VINSI;Assistance / Demandes;1;TMA
2018-10-08;VINSI;debug DRM;1;TMA
2018-10-10;VINSI;renforcement et debug du retour douane;2;TMA
2018-10-12;VINSI;mis a jour de la configuration produit;1;TMA
2018-10-15;VINSI;mis a jour de la configuration produit champagne;1;TMA
2018-10-18;VINSI;transmission douane;1;TMA
2018-10-25;VINSI;Export bi et DRM debug;4,5;TMA
2018-10-31;VINSI;Corrections DRM;10,5;TMA
2018-10-31;VINSI;Export bi short et filtre Igp;2;TMA
