Date;Projet;Description;Temps (en heure);Tache
2015-06-02;VINSI;Mis en forme rail d'étape, création popup de choix de CRD;7;Télédeclaration DRM
2015-06-03;VINSI;Restructuration CRD, calendrier en inté pour le multi etb;7;Télédeclaration DRM
2015-06-04;VINSI;Maj des CRDS avec ajout ;3;Télédeclaration DRM
2015-06-08;VINSI;maj de l'enregistrement CRD par genre et visualisation ;7;Télédeclaration DRM
2015-06-09;VINSI;reprise des CRDs et changements des entrées sorties ;7;Télédeclaration DRM
2015-06-10;VINSI;ajout dans les popups de vrac et export des champs numdoc ;7;Télédeclaration DRM
2015-06-11;VINSI;ajout de l'étape administration avec DAA,DSA;7;Télédeclaration DRM
2015-06-15;VINSI; formulaire administration avec les empreintes;7;Télédeclaration DRM
2015-06-16;VINSI;ajout de l'étape administration avec DAA,DSA;7;Télédeclaration DRM
2015-06-17;VINSI;Réunion;7;Télédeclaration DRM
2015-06-18;VINSI;calendrier, trie produits, suppression;7;Télédeclaration DRM
2015-06-19;VINSI;calendrier items ;7;Télédeclaration DRM
2015-06-22;VINSI;calendrier items ;7;TMA VINSI
2015-06-23;VINSI;maj teledecl DRM parti ESPACE DRM avec pictos;7;Télédeclaration DRM
2015-06-24;VINSI;Analyse de maintenance;1;TMA VINSI
2015-06-24;VINSI;Choix entrées sorties avec Gwen et Fanny;3;Télédeclaration DRM
2015-06-25;VINSI; maj plugin drm_pdf le pdf latex des DRM;7;Télédeclaration DRM
2015-06-29;VINSI;ajout du non apurement et des doc annexes ;7;Télédeclaration DRM
2015-06-30;VINSI;#15333 Problème de Facturation en 100% négociant;1,5;TMA VINSI
2015-06-30;VINSI; #15416 Enregistrement avec Interpro pour les nouveaux ETBs;1,5;TMA VINSI
2015-06-30;VINSI;#15417 mis à jour des nouveaux établissements avec Interpro;2,5;TMA VINSI
2015-06-30;VINSI; #15418 Export one shot des établissements actifs viticulteurs Exclu;1,5;TMA VINSI
2015-06-30;VINSI; template rendu avec l'intelligence mais sans l'inté;1;Télédeclaration DRM
2015-07-01;VINSI;les mvt en configuration deviennent les mvts de la télédec;7;Télédeclaration DRM
2015-07-02;VINSI;parametrage en conf des entrées sorties avec noeud pour;7;Télédeclaration DRM
2015-07-06;VINSI;mis en place d'une tache d'update de la conf;7;Télédeclaration DRM
2015-07-07;VINSI;changement schema DRM avec champs ancien + nouveau pour le;7;Télédeclaration DRM
2015-07-08;VINSI;Catalogue produit;3,5;Télédeclaration DRM
2015-07-08;VINSI;mis à jour des documents DAA DSA et PDF;7;Télédeclaration DRM
2015-07-09;VINSI;ajout des cautions et adresse compta des etablissements;7;Télédeclaration DRM
2015-07-09;VINSI;Catalogue produit;7;Télédeclaration DRM
2015-07-10;VINSI;Tickets;7;Télédeclaration DRM
2015-07-12;VINSI;maj de létape annexe et de sa visualisation;1;Télédeclaration DRM
2015-07-13;VINSI;on specifie le type de document dans les popup d'export;2;Télédeclaration DRM
2015-07-15;VINSI;changement des libellés long de mvt avec picto degueu   ;4;Télédeclaration DRM
2015-07-15;VINSI;Tickets;7;Télédeclaration DRM
2015-07-16;VINSI;Fine tuning;7;Télédeclaration DRM
2015-07-16;VINSI;Tickets;7;Télédeclaration DRM
2015-07-17;VINSI;Fine tuning;7;Télédeclaration DRM
2015-07-17;VINSI;Tickets, Optimisation de la Conf;7;Télédeclaration DRM
2015-07-20;VINSI;maj PDF pour prendre en compte nouveau format libellé;8;Télédeclaration DRM
2015-07-20;VINSI;Tickets;5;Télédeclaration DRM
2015-07-21;VINSI;Réunion;7;Télédeclaration DRM
2015-07-22;VINSI;maj de l'affichage des CRDS avec la fct hasManyCrds;3;Télédeclaration DRM
2015-07-27;VINSI;mis à jour du pdf + ticket;7;Télédeclaration DRM
2015-07-28;VINSI; popup pour le choix EDI;7;Télédeclaration DRM
2015-07-29;VINSI;mis en place de la popup de Création pour la télédeclarati;7;Télédeclaration DRM
2015-07-29;VINSI;Tickets;5;Télédeclaration DRM
2015-07-30;VINSI;maj export EDI;4;Télédeclaration DRM
2015-07-30;VINSI;Points, Tickets;5,5;Télédeclaration DRM
2015-07-30;VINSI;Verso contrat nouveau;1,5;TMA VINSI
2015-07-31;VINSI;Discussion catalogue produit;3,5;Télédeclaration DRM
2015-07-31;VINSI;enregistrement des emails de transmission;7;Télédeclaration DRM
