Date;Projet;Description;Temps (en heure);Tache
2015-06-01;AVA;Gestion multiple des séléctions de lots, Fixe bug Opérateurs reportés;9;Dégustation
2015-06-02;AVA;Fixe bug;3;Dégustation
2015-06-03;AVA;Gestion de projet;1;Dégustation
2015-06-04;AVA;Fix bug et gestion de projets;2;Facturation
2015-06-08;AVA;Fix bug latex facturation;1;Facturation
2015-06-11;AVA;Fixe bug tournée Alsace;8;Dégustation
2015-06-12;AVA;Fixe bug tournée Alsace;7;Dégustation
2015-06-15;AVA;Fixe bug tournée Alsace;1;Dégustation
2015-06-15;AVA;Saisie des réglement;4;Facturation
2015-06-16;AVA;Fixe bug dégustation;2;Dégustation
2015-06-17;AVA;Gestion de projet;1;Dégustation
2015-06-18;AVA;Export des DRevs et gestion de projet;1,5;DRev
2015-06-19;AVA;Export des parcellaires en cours de façon général;1,5;Parcellaires
2015-06-22;AVA;Gestion de projet;1;Dégustation
2015-06-22;AVA;Visualisation des DRev automatiques;1,5;DRev
2015-06-23;AVA;Formulaire de saisie des formations;4;Dégustation
2015-06-24;AVA;Fixe bug facturation et gestion de projet;2;Facturation
2015-06-24;AVA;Formulaire de saisie des formations;1;Dégustation
2015-06-24;AVA;Module de generation d'export;4;DRev & Parcellaire
2015-06-25;AVA;Module de generation d'export;3;DRev & Parcellaire
2015-06-25;AVA;Produits pour la dégustation;2;DRev & Parcellaire
2015-06-26;AVA;Formation affichage;2;Dégustation
2015-06-29;AVA;Fixe bug facturation;3;Facturation
2015-06-29;AVA;Import produits dégustateurs, Export csv des produits et des formations, Mise en préprod;3;Dégustation
2015-06-29;AVA;Migration DRev;1;TMA
2015-06-30;AVA;Export SAGE;4;Facturation
2015-06-30;AVA;Gestion de projet;1;Dégustation
2015-07-01;AVA;Export SAGE;7;Facturation
2015-07-02;AVA;Intégration SAGE;2;Facturation
2015-07-06;AVA;Export SAGE;7;Facturation
2015-07-07;AVA;Export SAGE et Exports CSV déclarations;7;Facturation
2015-07-17;AVA;Fixe bug génération export SAGE;1;Facturation
2015-07-20;AVA;Fermeture des télédéclarations;2;TMA
2015-07-23;AVA;Envoi de mail en spool;2;TMA
2015-07-23;AVA;Export csv des dégustateurs;2;TMA
2015-07-29;AVA;Gestion problème d'emails;1,5;TMA
2015-07-30;AVA;DRevMarc Papier;1,5;DRev
2015-07-31;AVA;Fixe bug saisie DRevMarc papier;1;DRev
2015-07-31;AVA;Mockups constats VTSGN;1,5;Constats VTSGN
