Date;Client;Description;Temps (en heure);Catégorie
2024-12-31;IR;Assistance / Demande;24.5;TMA
2024-12-31;IR;Dev. Évolutions;17.5;RéserveInterpro
2024-12-31;IR;TMA;3,5;TMA
