Date;Projet;Description;Temps (en heure);Tache
2015-02-02;VINSI;Finalisation de l'interface d'alerte et du format des relance et mise en preproduction;4;TMA
2015-02-03;VINSI;Résolution de problèmes liés à différents compte;2;TMA
2015-02-05;VINSI;Chiffrage de la télédéclaration DRM;1,5;Chiffrage
2015-02-06;VINSI;Analyse d'un problème lié aux comptes;0.5;TMA
2015-02-07;VINSI;Analyse d'un problème lié d'email dans la télédeclaration;0.5;TMA
2015-02-09;VINSI;Chiffrage de la télédéclaration DRM;1,5;Chiffrage
2015-02-09;VINSI;Chiffrage d'interloire Télédéclaration DRM;1.5;Forfait
2015-02-12;VINSI;Aide à la récupération d'un mot de passe pour la télédeclaration (durandière);1;TMA
2015-02-25;VINSI;Extractions vins BIO dans base contrats;2;TMA
2015-02-26;VINSI;Réunion VINSI pour télédéclaration DRMs;7;Réunion
