Date;Projet;Description;Temps (en heure);Tache
2020-02-04;ODGProvence;Developpement;1;DAP
2020-02-06;ODGProvence;Developpement;3;DAP
2020-02-07;ODGProvence;Developpement;4,5;DAP
2020-02-10;ODGProvence;Developpement;6,5;DAP
2020-02-11;ODGProvence;Developpement;7;DAP
2020-02-12;ODGProvence;Reunion Juliet;2;Reunion
2020-02-14;ODGProvence;;35;Map parcellaires
2020-02-19;ODGProvence;Developpement;2;DAP
2020-02-20;ODGProvence;Developpement;5;DAP
2020-02-21;ODGProvence;Developpement;7;DAP
2020-02-24;ODGProvence;Developpement;6;DAP
2020-02-25;ODGProvence;Developpement;5;DAP
2020-02-26;ODGProvence;Import;6;DAP
2020-02-27;ODGProvence;Import;7;DAP
2020-02-28;ODGProvence;Import;7;DAP
2020-02-28;ODGProvence;Reunion;1,5;Reunion
2020-02-29;ODGProvence;Direction technique;3,5;TMA DT
