Date;Projet;Description;Temps (en heure);Tache
2020-02-04;IVSO;Update compte interlo ldap on recupere les tags societes;2;TMA
2020-02-05;IVSO;Mise a jour du serveur en Debian 10;2;TMA
2020-02-10;IVSO;Maj ansible nextcloud;2,5;TMA
2020-02-17;IVSO;Gestion tags LDAP;2;TMA
2020-02-18;IVSO;Lien création code de création interlo;1;TMA
2020-02-18;IVSO;Maj liens nav giilda;1;TMA
2020-02-20;IVSO;Facturation Negociant;3;TMA
2020-02-21;IVSO;Facturation Negociant intermediaire;0,5;TMA
2020-02-24;IVSO;Nego vinificateur;0,5;TMA
2020-02-24;IVSO;tma;2;TMA
2020-02-28;IVSO;Nextcloud theming;3,5;Nextcloud
2020-02-28;IVSO;tma;3;TMA
2020-02-28;IVSO;TMA DRM;3,5;TMA
2020-02-29;IVSO;Direction technique;3,5;TMA DT
2020-02-29;IVSO;Nextcloud;10;Nextcloud
