Date;Projet;Description;Temps (en heure);Tache
2023-04-25;CentreLoire;Crée l'app;2;Forfait
2023-04-27;CentreLoire;Déploiement de l'app en binome;3;Forfait
2023-04-30;CentreLoire;Direction technique;7;Forfait
2023-04-30;CentreLoire;Mise en place PMC;2;Forfait
2023-04-30;CentreLoire;Riviere;7;Réunion
2023-04-30;CentreLoire;Rivière et compte rendu;7,0;Forfait
