Date;Projet;Description;Temps (en heure);Tache
2016-03-01;GIILDA;Corrections;4;Dév
2016-03-01;GIILDA;Tickets;11,5;Contact
2016-03-01;GIILDA;Tickets;6;Forfait
2016-03-02;GIILDA;Reformatage des comptes;10;Dév
2016-03-02;GIILDA;Tickets;12,5;Contact
2016-03-02;GIILDA;Tickets;7;Forfait
2016-03-03;GIILDA;Reformatage des comptes;7;Dév
2016-03-03;GIILDA;Tickets;4,5;Import
2016-03-04;GIILDA;Fix bug import;1,5;Dév
2016-03-07;GIILDA;Etablissements et point téléphonique;1,5;Mis en prod
2016-03-07;GIILDA;Mise en prod;3,5;Dév
2016-03-08;GIILDA;bug issus de l'enregistrement des lignes de facture;4,5;Facturation
2016-03-08;GIILDA;Corrections;3,5;Dév
2016-03-08;GIILDA;relais de la tabulation sur le calendrier;2;DRM
2016-03-09;GIILDA;agregat des lignes de facture;2,5;Facturation
2016-03-09;GIILDA;Cohérence de stocks;2,5;Dév
2016-03-09;GIILDA;Tickets;6;Forfait
2016-03-10;GIILDA;Cohérence de stocks;4;Dév
2016-03-10;GIILDA;ligne de facture depuis mvt multiples;3;Facturation
2016-03-11;GIILDA;Fix Import;3,5;Dév
2016-03-12;GIILDA;Fix bug import;1;Dév
2016-03-14;GIILDA;Mise à jour données;1,5;Dév
2016-03-17;GIILDA;Dév;5;Dév
2016-03-17;GIILDA;Tickets DRM et contrat;7;Contrat
2016-03-18;GIILDA;Dév;7;Dév
2016-03-18;GIILDA;Tickets DRM et contrat;4,5;Contrat
2016-03-21;GIILDA;Mise à jour données;1;Dév
2016-03-23;GIILDA;Contrat Export;6;Export IGP
2016-03-23;GIILDA;Import des interlocuteurs IVSO;4;Dév
2016-03-24;GIILDA;correction DRMS;1;Import
2016-03-24;GIILDA;correction facturation libre;5;Facture
2016-03-24;GIILDA;Dév;6;Dév
2016-03-25;GIILDA;adaptation facture libre;6;Facture
2016-03-25;GIILDA;Dév;6;Dév
2016-03-25;GIILDA;Tickets contrat ivso;1;Contrat
2016-03-29;GIILDA;Mise à jour données et fixe DRM IVBD;1,5;Dév
2016-03-30;GIILDA;correction de l'import et adaptation de la facturation;3;Import
2016-03-30;GIILDA;Correction réparition CVO contrats IVBD;3,5;Dév
2016-03-31;GIILDA;Point;1;Dév
2016-03-31;GIILDA;traitement export bi;7;export bi
