Date;Projet;Description;Temps (en heure);Tache
2020-06-02;ODGNantes;import mobiles;5;TMA
2020-06-03;ODGNantes;debugage de facturation et reimport documents;5;TMA
2020-06-04;ODGNantes;doc explication facturation;5;TMA
2020-06-05;ODGNantes;debugage de facturation et export;5;TMA
2020-06-09;ODGNantes;debugage compte;2;TMA
2020-06-30;ODGNantes;Direction technique;3,5;DT TMA
2020-06-30;ODGNantes;Permettre la saisie de remboursement;2,0;TMA
