Date;Client;Description;Temps (en heure);Catégorie
2024-07-31;Ventoux;Dev;1,5;Dev
2024-07-31;Ventoux;Dev;52,5;Dev
2024-07-31;Ventoux;Dev;9,5;Dev
2024-07-31;Ventoux;Forfait;42;Forfait
2024-07-31;Ventoux;Réunion;14;Réunion
2024-07-31;Ventoux;Sprint;2,5;Forfait
