Date;Projet;Description;Temps (en heure);Tache (pas obligatoire)
2021-10-31;CIVA;Petite TMA;1;TMA
2021-10-31;VINSI;TMA;3,5;TMA
2021-10-31;BIVC;Style login + app;17,5;TMA
2021-10-31;BIVC;TMA DRM;1,5;TMA
2021-10-31;VinsIGP;mini sprint fact. var + TMA;28;TMA
2021-10-31;VinsIGP;Reunion;3;Reunion
2021-10-31;VINSI;Réponses demandes;3;Conseil
2021-10-31;AVA;Affectation Parcellaire;17,5;TMA
2021-10-31;AVA;Réunion;1;Réunion
2021-10-31;AVA;TMA;4;TMA
2021-10-31;Aurouze;TMA;2;TMA
2021-10-31;PlateauUrbain;Petites evol;3;CommuneMesure
2021-10-18;Juricaf;Développement et Correction BDD;7,0;Forfait
2021-10-21;Aurouze;Développement;20,0;TMA
2021-10-31;DeclarVins;Assistance / Demande;14;TMA
2021-10-31;VinsIGP;Assistance / Demande;24,5;TMA
2021-10-31;VinsIGP;Réunion;3,5;Réunion
2021-10-31;IGPMed;Statistiques;28;Forfait
2021-10-31;IVSE;Facturation;7;Facturation
2021-10-31;VINSI;Assistance / Demande;3,5;TMA
2021-10-31;CIVA;Assistance / Demande;2;TMA
2021-10-31;IVSO;Assistance / Demande;3,5;TMA
2021-10-31;IVBD;Assistance / Demande;1,5;TMA
2021-10-31;AVA;Assistance / Demande;1,5;TMA
2021-10-31;BIVC;Assistance / Demande;7;TMA
2021-10-31;BIVC;Projet;14;Autodiagnostic
2021-10-31;VinsIGP;Direction technique;14;Forfait
2021-10-31;VINSI;Direction technique;10,5;Vinsi TMA DT
2021-10-31;VINSI;Direction technique;3,5;Vinsi Conseil DT
2021-10-31;AVA;Direction technique;3,5;TMA DT
2021-10-31;Juricaf;Direction technique TMA et admin sys;3,5;TMA
2021-10-31;CIVA;Direction technique;7;TMA DT
2021-10-31;ODGProvence;Direction technique;7;TMA DT
2021-10-31;IVBD;Direction technique;3,5;TMA DT
2021-10-31;IGPAlpes;Direction technique;3,5;TMA DT
2021-10-31;ODGRhone;Direction technique;10,5;Certipaq
2021-10-31;VinsIGP;Stats, et corrections;31,5;Forfait
2021-10-31;CIVA;XML DS, DRM, Récolte, BI, Réunion;35;TMA
2021-10-31;AVA;Dév et réunion;21,0;Dégustation crémant
2021-10-31;AVA;TMA;3,5;TMA
2021-10-31;ODGProvence;HVE;2,5;TMA
2021-10-31;Aurouze;TMA;2,0;TMA
2021-10-31;Prodimmo;TMA;31,5;Outils interne
2021-10-31;BIVC;Projet;7;Autodiagnostic
