Date;Projet;Description;Temps (en heure);Tache
2021-06-11;VinsIGP;script import Lots depuis plateforme distante et correctifs de documents;12,5;Forfait
2021-06-14;VinsIGP;Developpements Prélèvement;16;Forfait
2021-06-18;VinsIGP;perfectionnement de transfert des DRev;4,5;Forfait
2021-06-25;VinsIGP;analyse donnees exports et tma;8;Forfait
2021-06-28;VinsIGP;analyse donnees correction et correction docs;2;Forfait
2021-06-29;VinsIGP;réunion  igp;2,5;Forfait
2021-06-30;VinsIGP;Assistance / Demande;14;Forfait
2021-06-30;VinsIGP;Direction technique;24,5;Forfait
2021-06-30;VinsIGP;Export CSV, lot et changement de dénomination;31,5;Forfait
2021-06-30;VinsIGP;Exports;35;Forfait
2021-06-30;VinsIGP;Forfait;49;Forfait
2021-06-30;VinsIGP;Recherche compte, étape bloquante degustateurs, popup Cepage(Maj volume);11;Forfait
2021-06-30;VinsIGP;Réunion;2;Forfait
