Date;Projet;Description;Temps (en heure);Tache
2023-07-05;IR;Stats Inter-Rhone;1;Statistiques
2023-07-31;IR;Assistance / Demande;10,5;TMA
2023-07-31;IR;Direction technique WineTracker;3,5;Deploiement
2023-07-31;IR;Evolutions facturation;14;TMA
