Date;Projet;Description;Temps (en heure);Tache
2019-11-05;CIVA;Suppression DRM;1;TMA
2019-11-06;CIVA;Maj Tiers;1;TMA
2019-11-07;CIVA;Ajout CRD;0,5;TMA
2019-11-08;CIVA;Deblocage DRM et autres bugs;2,5;TMA
2019-11-08;CIVA;Maj Tiers;1;TMA
2019-11-08;CIVA;MaJ Tiers;1;TMA
2019-11-08;CIVA;Statut DRM;0,5;TMA
2019-11-12;CIVA;Statut DRM;1;TMA
2019-11-13;CIVA;Extraction Mercuriales;3;Mercuriales
2019-11-13;CIVA;Numéro accise;1;TMA
2019-11-13;CIVA;Statut DRM;1;TMA
2019-11-14;CIVA;Contrats bio;6;TMA
2019-11-15;CIVA;Contrats bio;5,5;TMA
2019-11-18;CIVA;Corrections cumul mercuriales;1;Mercuriales
2019-11-18;CIVA;Corrections PDF DR;1;TMA
2019-11-19;CIVA;Corrections PDF DR;3;TMA
2019-11-19;CIVA;Maj délégation;1;TMA
2019-11-19;CIVA;Maj Tiers;0,5;TMA
2019-11-19;CIVA;Notice DR, création acheteurs;1;TMA
2019-11-20;CIVA;Assistance / Demandes historique DR;0,5;TMA
2019-11-20;CIVA;Corrections cumul mercuriales;0,5;Mercuriales
2019-11-20;CIVA;Mot de passe oublié;1;TMA
2019-11-21;CIVA;Assistance / Demande;1,5;TMA
2019-11-21;CIVA;Maj Délégations;1;TMA
2019-11-21;CIVA;Maj Tiers;0,5;TMA
2019-11-21;CIVA;Maj Tiers;1;TMA
2019-11-22;CIVA;Accès mon compte;0,5;TMA
2019-11-22;CIVA;Assistance / Demande;0,5;TMA
2019-11-22;CIVA;Compte mot de passe oublié;0,5;TMA
2019-11-22;CIVA;Contrat point bloquant bio;1,5;TMA
2019-11-22;CIVA;Maj notice d'aide dr;0,5;TMA
2019-11-22;CIVA;Reactivation Tiers;0,5;TMA
2019-11-25;CIVA;Interfaces mercuriales;5,5;Mercuriales
2019-11-26;CIVA;Interfaces mercuriales;2;Mercuriales
2019-11-27;CIVA;Reunion;3;Reunion
2019-11-27;CIVA;Reunion Dominique Paris;3,5;Reunion
2019-11-27;CIVA;Reunion Paris;3,5;Conception
2019-11-28;CIVA;Assistance / Demande points aides DR ;1,5;TMA
2019-11-30;CIVA;Direction technique;3,5;Réunion
2019-11-30;CIVA;Direction technique;3,5;TMA
2019-11-30;CIVA;Réunion;3,5;Reunion
2019-11-30;CIVA;TMA DRM, DR et Contrat;17,5;TMA
