Date;Projet;Description;Temps (en heure);Tache
2017-08-01;VINSI;ajout de nouveaux produit et générisisation export import conf;7;TMA
2017-08-02;VINSI;gestion des stocks dans EDI;4;TMA
2017-08-03;VINSI;gestion des stocks dans EDI;3;TMA
2017-08-03;VINSI;gestion problème transmission;1;TMA
2017-08-07;VINSI;gestion problème transmission et edi;3,5;TMA
2017-08-08;VINSI;edi import en double régime de capsules;3,5;TMA
2017-08-09;VINSI;problème de transmission ;6;TMA
2017-08-10;VINSI;centilitrage edi et douane;4,5;TMA
2017-08-11;VINSI;tache pour configuration;5,5;TMA
2017-08-16;VINSI;tache conformité pour conf;7;TMA
2017-08-17;VINSI;tache de réimport conformité pour conf;7;TMA
2017-08-21;VINSI;Corrections DRM;1;TMA
2017-08-22;VINSI;configuration conforme sancerre;3,5;TMA
2017-08-23;VINSI;problème douane replacement mois non pris en compte;3,5;TMA
2017-08-24;VINSI;configuration de VINSI preprod;6,5;TMA
2017-08-28;VINSI;call fanny;2;TMA
2017-08-28;VINSI;configuration de VINSI prod et validation;1,5;TMA
2017-08-29;VINSI;configuration de VINSI changement des clés;2,5;TMA
2017-08-29;VINSI;mis à jour export bi sur 3 campagnes;1;TMA
