Date;Projet;Description;Temps (en heure);Tache
2017-08-02;CIVA;Bug libellé pinot noir en conf;1;TMA
2017-08-02;CIVA;DRM reprise de donnée;3;DRM
2017-08-02;CIVA;Ouverture compte gamma;2,5;TMA
2017-08-03;CIVA;DRM conf produit;1;DRM
2017-08-03;CIVA;Export pour syndicats crémant;3;TMA
2017-08-04;CIVA;Block DRM masqué en prod;3;DRM
2017-08-04;CIVA;mis en prod;4;DRM
2017-08-07;CIVA; Dévalidation DS;2;TMA
2017-08-16;CIVA;Correction dans le catalogue produit;1;TMA
2017-08-18;CIVA;Correction dans le catalogue produit + test fichier négociant + mise à jour des tiers;2,5;TMA
2017-08-23;CIVA;Verso du contrat;0,5;TMA
2017-08-25;CIVA; doc Dominique création de DRM;3;DRM
2017-08-31;CIVA;Changer l'établissement dans la DS;1;TMA
2017-08-31;CIVA;Préparation et conf call VCI;2;TMA
2017-08-31;CIVA; VCI conf call;2;TMA
