Date;Projet;Description;Temps (en heure);Tache
2018-12-04;IVSO;ouverture compte gestion drm et xml;1,5;TMA
2018-12-07;IVSO;gestion DRM;1,5;TMA
2018-12-12;IVSO;arbre produit;1,5;TMA
2018-12-13;IVSO;arbre produit cahors et pdf;4,5;TMA
2018-12-14;IVSO;transmission DRM;1,5;TMA
2018-12-18;IVSO;erreur facturation;1;TMA
2018-12-19;IVSO;modif compte et popup warning alcool;2,5;TMA
2018-12-20;IVSO;Editeurs / automatisation catalogue produit;2;TMA
2018-12-21;IVSO;Creation portail de test pour EDI et debug EDI;3,5;TMA
2018-12-21;IVSO;Editeurs / automatisation catalogue mouvement;2;TMA
2018-12-31;IVSO;Corrections DRM;2,0;TMA
2018-12-31;IVSO;TMA Direction technique;3,5;TMA
