Date;Projet;Description;Temps (en heure);Tache
2018-12-03;VINSI;Assistance regime CRD;0,5;TMA
2018-12-03;VINSI;VCI configurations;2;TMA
2018-12-04;VINSI;Assistance DRM;2;TMA
2018-12-04;VINSI;VCI configurations et debug DRM;3,5;TMA
2018-12-05;VINSI;debug DRM;2;TMA
2018-12-06;VINSI;debug DRM;2;TMA
2018-12-07;VINSI;debug DRM;3;TMA
2018-12-10;VINSI;debug DRM;2;TMA
2018-12-11;VINSI;Assistance / Demandes DRM CIEL + Regime CRD;3;TMA
2018-12-12;VINSI;debug DRM;1,5;TMA
2018-12-13;VINSI;debug DRM;1;TMA
2018-12-17;VINSI;debug DRM;1,5;TMA
2018-12-18;VINSI;debug DRM;1,5;TMA
2018-12-20;VINSI;Creation portail de test pour EDI et debug EDI;2;TMA
2018-12-20;VINSI;Editeurs / automatisation catalogue produit;1;TMA
2018-12-21;VINSI;Creation portail de test pour EDI et debug EDI;2;TMA
2018-12-21;VINSI;Editeurs / automatisation catalogue mouvement;1;TMA
2018-12-31;VINSI;Corrections DRM;3,5;TMA
