Date;Projet;Description;Temps (en heure);Tache
2017-03-20;Giilde;Ajout de tests pour les pdf de factures;3;Factures
2017-03-21;Giilde;Tests de factures pour le Merge;7;Factures
2017-03-22;Giilde;Merge IVSO;2;merge IVSO
2017-03-22;Giilde;Tests de export compta pour le Merge;5;Factures
