Date;Projet;Description;Temps (en heure);Tache
2017-02-24;Giilde IVSO; téléphone avec frédéric sur les libéllés personnalisés;1,5;DRM
2017-02-27;Giilde IVSO;édition des cépage autorisés;2;Configuration
