Date;Projet;Description;Temps (en heure);Tache
2017-02-07;EliteAuto;Intégration de l'encart de la home;6;Dév
2017-02-21;EliteAuto;Corrections sur au retour;2;Dév
2017-02-24;EliteAuto;Corrections sur au retour;3,5;Dév
