Date;Projet;Description;Temps (en heure);Tache
2019-12-02;DeclarVins;Assistance / Demande;3;TMA
2019-12-03;DeclarVins;Assistance / Demande;1,5;TMA
2019-12-03;DeclarVins;Egalim;3,5;TMA
2019-12-05;DeclarVins;Assistance / Demande;5;TMA
2019-12-05;DeclarVins;Egalim;2;TMA
2019-12-06;DeclarVins;Assistance / Demande;3;TMA
2019-12-10;DeclarVins;Assistance / Demande;2;TMA
2019-12-11;DeclarVins;Assistance / Demande;3,5;TMA
2019-12-13;DeclarVins;Assistance / Demande;1;TMA
2019-12-13;DeclarVins;Drm en probleme IR;1;TMA
2019-12-16;DeclarVins;Assistance / Demande;1,5;TMA
2019-12-16;DeclarVins;Replacement multi CRD;4;TMA
2019-12-17;DeclarVins;Assistance / Demande;2;TMA
2019-12-18;DeclarVins;Assistance / Demande;1;TMA
2019-12-20;DeclarVins;Probleme mail civp;2;TMA
2019-12-31;DeclarVins;TMA DRM;2,0;TMA
