Date;Projet;Description;Temps (en heure);Tache
2019-12-03;VINSI;Drev debug;2,5;ODG
2019-12-03;VINSI; Problemes divers et drm ciel;3,5;TMA
2019-12-04;VINSI;Drev debug;4;ODG
2019-12-06;VINSI; Problemes drm transmission et factures;7;TMA
2019-12-11;VINSI;Réunion loire;7;Réunion
2019-12-13;VINSI;Drev debug;2;ODG
2019-12-13;VINSI; Problemes drm et autre tma;4;TMA
2019-12-16;VINSI;Validation Drev et produit VCI;1,5;ODG
2019-12-20;VINSI;adaptation interface;2;Ciel 1
2019-12-20;VINSI; tma;3;TMA
2019-12-20;VINSI;tma odg;2;ODG
2019-12-27;VINSI; tma;2,5;TMA
2019-12-27;VINSI;tma odg;1;ODG
2019-12-31;VINSI;Réunion;7,0;Réunion
2019-12-31;VINSI;TMA DREV;10,5;ODG
2019-12-31;VINSI;TMA DRM;3,5;TMA
