Date;Client;Description;Temps (en heure);Catégorie
2026-04-30;VinsIGP;Sprint Prise de Mousse;3,5;PDM
2026-04-30;VinsIGP;Sprint - Prise de Mousse;7;PDM
2026-04-30;VinsIGP;Sprint Prise de Mousse;7;PDM
2026-04-30;VinsIGP;TMA;14,0;TMA
2026-04-30;VinsIGP;TMA;4;TMA
