Date;Projet;Description;Temps (en heure);Tache
2019-08-01;VINSI;odgloire drev;4;ODG Réunion
2019-08-01;VINSI;Produit coché si stock;1;TMA
2019-08-02;VINSI;drm;2;TMA
2019-08-02;VINSI;odgloire drev;3,5;ODG
2019-08-07;VINSI;odgloire drev;6;ODG
2019-08-08;VINSI;Vis ma vis interloire;7;Réunion
2019-08-09;VINSI;odgloire drev modificatrice;5;ODG
2019-08-12;VINSI;odgloire drev;3,5;ODG
2019-08-13;VINSI;odgloire drev modificatrice;7;ODG
2019-08-14;VINSI;conf loire;3;TMA
2019-08-14;VINSI;double regime crds;4;TMA
2019-08-16;VINSI;multi compte;2,5;TMA
2019-08-19;VINSI;multi comptes drm;3,5;TMA
2019-08-19;VINSI;Problèmes transmission DRM;1;TMA
2019-08-20;VINSI;Changement CVO;0.5;TMA
2019-08-22;VINSI;Disparition de vin;1;TMA
2019-08-23;VINSI;Disparition de vin;1;TMA
2019-08-23;VINSI;Disparition de vin;2;TMA
2019-08-28;VINSI;Finalisation DRM;2;TMA
2019-08-29;VINSI;Finalisation DRM;0.5;TMA
2019-08-30;VINSI;Page blanche ODGLoire;1;ODG
2019-08-31;VINSI;Dév;3,5;ODG
2019-08-31;VINSI;Direction technique;17,5;TMA
2019-08-31;VINSI;Direction technique;3,5;ODG
2019-08-31;VINSI;Direction technique;3,5;ODG Réunion
2019-08-31;VINSI;Journée Vie ma vie;7,0;Réunion
2019-08-31;VINSI;Réunion DRev;3,5;ODG Réunion
2019-08-31;VINSI;TMA DRM;3,5;TMA
