Date;Projet;Description;Temps (en heure);Tache
2016-12-02;Aurouze;ajout d'un commentaire ;1;Relance
2016-12-02;Aurouze;Corrections, Améliorations;0,5;TMA
2016-12-02;Aurouze;dev mobile formulaire passage;3;Mobile
2016-12-05;Aurouze;Réouverture de contrats;5;Contrat
2016-12-06;Aurouze;dev mobile;7;Mobile
2016-12-07;Aurouze;Corrections massives de passages erronés, Amélioration érgonomie modification de passage;3,5;TMA
2016-12-07;Aurouze;dev mobile;7;Mobile
2016-12-08;Aurouze;dev mobile;7;Mobile
2016-12-09;Aurouze;dev mobile signature;7;Mobile
2016-12-12;Aurouze;dev mobile manifest;1;Mobile
2016-12-13;Aurouze;Pdf contrat problème;1;TMA
2016-12-13;Aurouze;Saisie rapport;2;Mobile
2016-12-15;Aurouze;Corrections d'un bug sur le prix dans les reconductions, affichage du numéro de facture dans les paiements, Double clique sur les bons bleu;2;TMA
2016-12-19;Aurouze;Point saisie + tickets;3;Forfait
2016-12-20;Aurouze;Point stats;2;Forfait
2016-12-20;Aurouze;Tickets;4;Forfait
2016-12-21;Aurouze;Tickets + Stats + Recette;7;Forfait
2016-12-22;Aurouze;Tickets + Stats + Recette;5;Forfait
2016-12-23;Aurouze;Tickets + Stats + Recette;4;Forfait
2016-12-26;Aurouze;Amélioration de la visu et de l'ergonomie d'un contrat;5;TMA
2016-12-27;Aurouze;Amélioration de la visu et de l'ergonomie d'un contrat;3,5;TMA
2016-12-28;Aurouze;Gestion d'une facture à 2 TVA;0,5;TMA
2016-12-30;Aurouze;Correction visu contrat;1,5;TMA
2016-12-30;Aurouze;Stats;3;TMA
