Date;Projet;Description;Temps (en heure);Tache
2019-10-01;DeclarVins;Assistance / Demandes;0,5;TMA
2019-10-04;DeclarVins;Assistance / Demandes;3,5;TMA
2019-10-07;DeclarVins;Drm en probleme;2;TMA
2019-10-10;DeclarVins;Assistance / Demandes;7;TMA
2019-10-11;DeclarVins;Assistance / Demandes;4;TMA
2019-10-11;DeclarVins;Drm en probleme;0,5;TMA
2019-10-14;DeclarVins;Assistance / Demandes;3;TMA
2019-10-14;DeclarVins;Evolution Contrat;4;Egalim
2019-10-21;DeclarVins;Evolution Contrat;4;Egalim
2019-10-22;DeclarVins;Reunion Avignon;7;Conception
2019-10-22;DeclarVins;Réunion contrat;7;Conception
2019-10-23;DeclarVins;Assistance / Demandes;0,5;TMA
2019-10-23;DeclarVins;Evolution Contrat;2;Egalim
2019-10-24;DeclarVins;Assistance / Demandes;1,5;TMA
2019-10-24;DeclarVins;Evolution Contrat;3;Egalim
2019-10-24;DeclarVins;Evolution Contrat;5,5;Egalim
2019-10-25;DeclarVins;Evolution Contrat;4;Egalim
2019-10-25;DeclarVins;Evolution Contrat;9;Egalim
2019-10-28;DeclarVins;;1;TMA
2019-10-28;DeclarVins;Evolution Contrat;4;Egalim
2019-10-29;DeclarVins;Decloturation DSNegoce;1;TMA
2019-10-29;DeclarVins;Evolution Contrat;7;Egalim
2019-10-30;DeclarVins;DRM;1;TMA
2019-10-30;DeclarVins;Evolution Contrat;3;TMA
2019-10-31;DeclarVins;DRM;1;TMA
2019-10-31;DeclarVins;Evolution Contrat;8;Egalim
2019-10-31;DeclarVins;TMA Direction technique;3,5;TMA DT
2019-10-31;DeclarVins;TMA Direction technique;7,0;TMA DT
2019-10-31;DeclarVins;TMA DRM;21,0;TMA
