Date;Projet;Description;Temps (en heure);Tache
2017-09-01;VINSI;Edi intercampagne reprise volume;2,5;TMA
2017-09-04;VINSI;transmission douane fine bulle;1;TMA
2017-09-05;VINSI;mise en place hack volume à 0 et problèmes de transmission;5;TMA
2017-09-06;VINSI;Correction de DRM pour la télédéclaration;1;TMA
2017-09-08;VINSI;transfert etb actif en télédeclaration;2,5;TMA
2017-09-08;VINSI;transmission douane;1;TMA
2017-09-12;VINSI;fichiers Short pour le BI;2;TMA
2017-09-13;VINSI;Correction DRM;1;TMA
2017-09-14;VINSI;modif des crd si usurpation mode;2;TMA
2017-09-21;VINSI;Correction js Contrat Bio;2;TMA
