Date;Client;Description;Temps (en heure);Catégorie
2024-11-30;CIVP;Assistance / Demande;3,5;TMA
2024-11-30;CIVP;Débug xml DRM;2,5;TMA
2024-11-30;CIVP;Dev. Évolutions;10,5;Sécurité
2024-11-30;CIVP;Réserve interpro millésimé;3,5;TMA
2024-11-30;CIVP;Réunion;2;SuiviReserve
2024-11-30;CIVP;TMA;2;TMA
2024-11-30;CIVP;TMA;3,5;TMA
