Date;Client;Description;Temps (en heure);Catégorie
2024-11-30;IVSE;Assistance / Demande;3,5;TMA
2024-11-30;IVSE;Débug xml DRM;2;TMA
2024-11-30;IVSE;Dev. Évolutions;3,5;Sécurité
2024-11-30;IVSE;Dev VIP2C;14;VIP2C
2024-11-30;IVSE;Evolutions identification produit;7;VIP2C
2024-11-30;IVSE;TMA;1,5;VIP2C
