Date;Projet;Description;Temps (en heure);Tache
2017-10-02;AVA;DRev modificatrice;5;DRevModificatrice
2017-10-03;AVA;DRev modificatrice;7;DRevModificatrice
2017-10-04;AVA;DRev modificatrice;3,5;DRevModificatrice
2017-10-06;AVA;DRev modifcatrice;3,5;DRevModificatrice
2017-10-09;AVA;DRev modifcatrice;3,5;DRevModificatrice
2017-10-10;AVA;Bug sans la saisie d'une dégustation;1;TMA
2017-10-10;AVA;Déclaration d'ouverture de travaux;3,5;TravauxMarc
2017-10-11;AVA;Déclaration d'ouverture de travaux;7;TravauxMarc
2017-10-12;AVA;Déclaration d'ouverture de travaux;7;TravauxMarc
2017-10-13;AVA;Déclaration d'ouverture de travaux;7;TravauxMarc
2017-10-16;AVA;Déclaration d'ouverture de travaux;3,5;TravauxMarc
2017-10-17;AVA;Déclaration d'ouverture de travaux;3,5;TMA
2017-10-18;AVA;Déclaration d'ouverture de travaux;3,5;TMA
2017-10-23;AVA;Corrections de constats;1,5;TMA
2017-10-23;AVA;Demande DPAP;1;TMA
2017-10-24;AVA;Déclaration d'ouverture de travaux;4,5;TravauxMarc
2017-10-26;AVA;Déclaration d'ouverture de travaux;1,5;TravauxMarc
