Date;Projet;Description;Temps (en heure);Tache
2017-10-03;DeclarVins;Catalogue produit code INAO CIVP;0,5;TMA
2017-10-03;DeclarVins;Ticket #19727;2;TMA
2017-10-03;DeclarVins;Ticket #19897;3;TMA
2017-10-04;DeclarVins;Gestion crd autre EDI DRM (Isagri);4;TMA
2017-10-04;DeclarVins;Ticket #19727;2;TMA
2017-10-04;DeclarVins;Ticket #19906;1;TMA
2017-10-06;DeclarVins;EDI DRM;1;TMA
2017-10-06;DeclarVins;Ticket #19875;1;TMA
2017-10-09;DeclarVins;CIVP transmission CIEL;1;TMA
2017-10-16;DeclarVins;Ticket #19908;1;TMA
2017-10-16;DeclarVins;Ticket #19930;0,5;TMA
2017-10-16;DeclarVins;Ticket #19933;0,5;TMA
2017-10-16;DeclarVins;Ticket #19941;3,5;TMA
2017-10-17;DeclarVins;CIVP inscription civp36398;2,5;TMA
2017-10-17;DeclarVins;EDI antislash;0,5;TMA
2017-10-18;DeclarVins;EDI antislash et isagri;2;TMA
2017-10-23;DeclarVins;Ticket #19908;0,5;TMA
2017-10-23;DeclarVins;Ticket #19955;1,5;TMA
2017-10-25;DeclarVins;EDI Isagri;1;TMA
2017-10-26;DeclarVins;Ticket #19964;1,5;TMA
2017-10-26;DeclarVins;Ticket #19965;0,5;TMA
